String ID,Dev Notes / Context,Character Limit,Text
How can I leave?,"User Interface, interaction with NPC",1400,Comment puis-je partir ?
How can I reach other areas?,"User Interface, interaction with NPC",1400,Comment puis-je atteindre d'autres zones?
How has radiation changed the zone?,"User Interface, interaction with NPC",1400,Comment la radiation a-t-elle changé la zone ?
"Huh, that thing is like shit for flies - NPC Dialogue","User Interface, interaction with NPC",1400,"Huh, cette chose est comme de la merde pour les mouches. Pas étonnant que les hélicoptères se soient tous écrasés dans cette zone. Je sais ce que c'est, au début tu ne peux pas bouger un muscle, ensuite tu as un gros mal de tête et enfin tu ressens une envie insupportable de t'en approcher et de la toucher, mais tu n'es pas conscient de ce que tu fais. Heureusement, je t'ai sauvé à temps, sinon tu aurais fini comme l'équipage de ces hélicoptères. J'ai déjà vu une chose similaire auparavant..."
I accept,"User Interface, interaction with NPC",1400,J'accepte
I am Dmitriy - NPC Dialogue,"User Interface, interaction with NPC",1400,"Je suis Dmitriy. Si tu cherches des tâches, tu es au bon endroit, il y a toujours quelque chose à faire."
I am many things - NPC Dialogue,"User Interface, interaction with NPC",1400,"Je suis beaucoup de choses, mon ami. Je suis diplomate, arrangeur, courtier de secrets et d'informations. Je suis celui qui connaît les gens, qui sait comment faire avancer les choses dans ce monde brisé. Mais qui je suis n'est pas important. Ce qui compte, c'est ce que je peux faire pour toi. Tu vois, j'ai des connexions, des contacts dans chaque coin de cette terre. Je sais à qui parler, qui éviter, qui a ce dont tu as besoin. Et je peux mettre cette connaissance à ton service. Pour l'instant, j'ai juste une tonne de tâches à accomplir. Chaque jour, je reçois des demandes de personnes et je suis toujours à la recherche de gens capables comme toi pour aider. Si ça t'intéresse, fais-le moi savoir. Je te donnerai une tâche, et tu seras récompensé quand elle sera terminée. Simple comme ça."
I bet you have many questions,"User Interface, interaction with NPC",1400,Je parie que vous avez beaucoup de questions
I can carry you wherever you want.\nYou just have to pay a fee.,"User Interface, interaction with NPC",1400,Je peux t'emmener oû tu veux.\nTu dois juste payer une somme.
I can give you a few ones - NPC Dialogue,"User Interface, interaction with NPC",1400,"Je peux te donner quelques-unes. Je ne pense pas que l'Armée Verte veuille s'occuper d'un novice, je peux parler en bien de toi, mais d'abord voyons si tu peux survivre là-dehors. De plus, le Docteur est toujours à la recherche de quelqu'un prêt à risquer sa vie pour lui obtenir des échantillons. Essaie d'aller lui parler, vois ce qu'il dit."
I don't know hunter - NPC Dialogue,"User Interface, interaction with NPC",1400,"Je ne sais pas, chasseur ! J'ai envoyé une équipe sur le site et nous allons bientôt construire une structure de confinement pour l'étudier, passez-y de temps en temps. Je ne comprends toujours pas comment tu as réussi à survivre, tu es un homme difficile à tuer, hahaha."
"I don't know, some helicopters have fallen into the swamp recently - NPC Dialogue","User Interface, interaction with NPC",1400,"Je ne sais pas, certains hélicoptères se sont écrasés dans le marais récemment. Les corps ont subi de graves brûlures radioactives, crois-moi, ce n'est pas une bonne façon de mourir. Ils ont réussi à extraire certains d'entre eux encore vivants, mais ils étaient incapables de parler. Ils avaient les yeux complètement grands ouverts sans jamais cligner, au moment où l'aide est arrivée, leurs yeux étaient secs. Mon équipe de scientifiques inspecte les corps, mais je n'ai jamais rien vu de tel auparavant."
I have a proposal for you,"User Interface, interaction with NPC",1400,J'ai une proposition pour vous
I have not heard good things about the Crimson Corporation,"User Interface, interaction with NPC",1400,Je n'ai pas entendu de bonnes choses sur la Crimson Corporation
I have to think about it,"User Interface, interaction with NPC",1400,Je dois réfléchir à cela
I need some equipment,"User Interface, interaction with NPC",1400,J'ai besoin d'équipement
"I still don't trust you, go to the barman and get some work from him first. When you are ready he will let you know.","User Interface, interaction with NPC",1400,"Je ne te fais toujours pas confiance, va voir le barman et obtiens d'abord du travail de sa part. Quand tu seras prêt, il te le fera savoir."
I want to enlist,"User Interface, interaction with NPC",1400,Je veux m’enrôler
I want to join,"User Interface, interaction with NPC",1400,Je veux rejoindre
I want to know something,"User Interface, interaction with NPC",1400,Je veux savoir quelque chose
I want to leave,"User Interface, interaction with NPC",1400,Je veux partir
I was a conductor of Zakov's train station - NPC Dialogue,"User Interface, interaction with NPC",1400,"J'étais conducteur à la gare de Zakov. Après l'explosion, l'armée verte m'a demandé, ou plutôt m'a ordonné, de rester à Zakov. J'ai été conducteur de train pendant 40 ans et, étant donné mon expérience sur ces voies ferrées, ils ont dit que je serais un élément utile."
"I'm guarding the front door, can't you tell?","User Interface, interaction with NPC",1400,"Je garde la porte d'entrée, tu ne vois pas ?"
I'm guarding the front door.\nCan't you tell?,"User Interface, interaction with NPC",1400,Je garde la porte d'entrée.\nTu ne vois pas ?
I've found some documents,"User Interface, interaction with NPC",1400,J'ai trouvé des documents
I've helped you dock,"User Interface, interaction with NPC",1400,Je t'ai aidé à accoster
If you continue to the left you will find a room - NPC Dialogue,"User Interface, interaction with NPC",1400,"Si tu continues à gauche, tu trouveras une pièce avec des caisses et un établi. Tu peux utiliser cet endroit pour faire ce que tu veux, tu peux même y construire quelque chose tant que tu en es capable. Je te suggère de jeter un œil à l'établi, là-bas tu peux créer des objets dont tu auras besoin pendant tes chasses."
"If you're just a biomedical company, why are there so many troops?","User Interface, interaction with NPC",1400,"Si vous n'êtes qu'une entreprise biomédicale, pourquoi y a-t-il autant de troupes ?"
Immediately after the accident we were on good terms - NPC Dialogue,"User Interface, interaction with NPC",1400,"Immédiatement après l'accident, nous étions en bons termes, ils s'occupaient de leurs affaires et nous des nôtres. Tout a changé lorsqu'ils ont découvert que ce n'était pas une radiation normale, que nous leur avions menti. Depuis lors, cet endroit est devenu une zone de guerre, sans règles, sans lois. L'Armée Verte et la Corporation Crimson veulent toutes deux éliminer l'autre, laissant de la place pour se déplacer librement dans le pays et atteindre la centrale en premier."
In an unbelievable way - NPC Dialogue,"User Interface, interaction with NPC",1400,"D'une manière incroyable ! Il était clair dès le départ que ce n'est pas juste de la radiation, c'est quelque chose jamais vu ni imaginé jusqu'à présent. Des anomalies ont été créées qui peuvent vous pulvériser en une seconde ! Fantastique ! Sans parler de l'effet que la radiation a eu sur la faune, elle a rapidement modifié l'ADN des animaux sans provoquer leur mort, tout en augmentant leurs capacités physiques et leurs sens. Vous pouvez trouver des choses là-dehors que vous ne verriez même pas dans les meilleurs films de science-fiction. Est-ce que je vous fais peur ? Peut-être que je devrais m'arrêter, vous pourriez être une ressource précieuse pour moi."
In the forest you will find mainly bandits and wild animals - NPC Dialogue,"User Interface, interaction with NPC",1400,"Dans la forêt, vous trouverez principalement des bandits et des animaux sauvages. Au centre, il y avait un village habité, mais il y a quelques semaines, les bandits sont arrivés, et les quelques survivants se sont réfugiés ici. Il y a un vieux moulin à scie abandonné, également occupé par des bandits. L'Armée Verte a un poste avancé dans la forêt, ils ne vous attaqueront pas tout de suite, mais assurez-vous de ne pas les provoquer."
Is the area where Zakov's major industries used to be - NPC Dialogue,"User Interface, interaction with NPC",1400,"C'est la zone où se trouvaient les principales industries de Zakov. Si vous avez besoin d'outils ou de pièces électroniques, c'est l'endroit. Mais attention, il y a des groupes de bandits plus organisés là-bas."
Is this place really safe?,"User Interface, interaction with NPC",1400,Cet endroit est-il vraiment sûr ?
Is this place safe?,"User Interface, interaction with NPC",1400,Cet endroit est-il sûr ?
It was a nuclear power plant active until 2014 - NPC Dialogue,"User Interface, interaction with NPC",1400,"C'était une centrale nucléaire active jusqu'en 2014, après quoi le gouvernement local a permis à la multinationale Crimson Corporation d'occuper la centrale et d'en faire une sorte de laboratoire secret, mais a décliné toute responsabilité. Un cliché, n'est-ce pas ? Nous n'étions pas autorisés à savoir ce qui se passait là-dedans, mais il n'était pas rare que des choses étranges se produisent, comme des appareils électroniques ne fonctionnant pas pendant des heures, ou un signal radio complètement manquant."
It's a multinational company - NPC Dialogue,"User Interface, interaction with NPC",1400,"C'est une multinationale, leader sur les marchés pharmaceutique et technologique. Nos recherches sont principalement basées sur l'ADN et la nanotechnologie. Nos experts ont détecté un type de radiation très différent ici à Zakov, alors nous avons convaincu le gouvernement local de nous donner la permission d'utiliser l'ancienne centrale nucléaire comme laboratoire de recherche."
"It's none of your business. Ask my brother Yakim, he has always been the most talkative one.","User Interface, interaction with NPC",1400,"Ce n'est pas ton affaire. Demande à mon frère Yakim, c'est toujours lui qui est le plus bavard."
It's the area where most of the population was evacuated - NPC Dialogue,"User Interface, interaction with NPC",1400,"C'est la zone où la plupart de la population a été évacuée. Aujourd'hui, il n'y a personne... vivant, juste quelques bandits. Le niveau de radiation n'est pas élevé, mais reste éloigné des amas de voitures que tu trouves, la radiation y augmente considérablement."
Join Crimson Corporation,"User Interface, interaction with NPC",1400,Rejoignez la Crimson Corporation
Join Green Army,"User Interface, interaction with NPC",1400,Rejoignez l'Armée verte
Mmm... Tongue and eyes huh - NPC Dialogue,"User Interface, interaction with NPC",1400,"Mmm... Langue et yeux, hein ? Tu as du courage, soldat... Beaucoup de mes recrues n'auraient même pas pensé à ça. Tu as bien fait, c'est ce que ces rats méritent. Laisse-les-moi, qu'ils servent d'avertissement à tous mes hommes."
Mmm...Ok bye!,"User Interface, interaction with NPC",1400,Mmm... Ok au revoir !
I can see you're a clever person - NPC Dialogue,"User Interface, interaction with NPC",1400,"Je vois que tu es une personne intelligente. Fais attention à poser ces questions... Je ne voudrais jamais que quelque chose de mauvais t'arrive."
My brother Vadim and I have been tasked to guard the main door.,"User Interface, interaction with NPC",1400,Mon frère Vadim et moi avons été chargés de surveiller la porte principale.
"My name is Akim Sokolov, but everyone calls me The Guide - NPC Dialogue","User Interface, interaction with NPC",1400,"Je m'appelle Akim Sokolov, mais tout le monde m'appelle Le Guide. Avant l'explosion, je travaillais comme guide touristique à Zakov. Je suis né dans cette région et je la connais comme ma poche. Si vous avez besoin de directions, demandez simplement."
My name is Henry Davies and I was in charge of the lab in Zakov.,"User Interface, interaction with NPC",1400,"Je m'appelle Henry Davies et j'étais responsable du laboratoire à Zakov."
"My name is Reynard, I am the commander of the Crimson Corporation forces stationed at Zakov.","User Interface, interaction with NPC",1400,"Je m'appelle Reynard, je suis le commandant des forces de la Crimson Corporation stationnées à Zakov."
My name is Sacriel - NPC Dialogue,"User Interface, interaction with NPC",1400,"Je m'appelle Sacriel et je viens d'arriver dans le bunker. Je n'ai pas encore bien pris mes repères, mais préparez-vous, dans environ un mois, j'aurai des missions à vous confier."
My name is Viktor Artemovich - NPC Dialogue,"User Interface, interaction with NPC",1400,"Je m'appelle Viktor Artemovich, je suis le général de l'Armée Verte. Après la catastrophe nucléaire, nous avons été envoyés ici pour protéger les citoyens et maintenir le contrôle. Ce que nous ne pouvions pas savoir, c'est qu'un peu après la catastrophe, une barrière s'est formée sur le périmètre de la Zone, empêchant quiconque d'entrer ou de sortir. Nous avons essayé par tous les moyens à notre disposition de créer une communication radio, mais sans succès. Personne ne sait ce qui se passe ici."
My name is Viktor Korolev - NPC Dialogue,"User Interface, interaction with NPC",1400,"Je m'appelle Viktor Korolev, mais tout le monde m'appelle Le Docteur. Je suis médecin et chercheur à l'hôpital de Zakov, ou plutôt, je l'étais avant que tout cela n'arrive. Après l'explosion, le gouvernement local m'a permis d'ouvrir une division pour étudier les mutations qui se sont produites dans la flore et la faune. Nous avons pratiquement des fonds illimités et je suis très excité et heureux de travailler sur ce projet. Peut-être que je ne devrais pas l'être puisque l'explosion a causé la mort de milliers de personnes. Mais que puis-je y faire ? C'est une bénédiction que cela soit arrivé !"
"My name is not important, I'm just a Hunter like you - NPC Dialogue","User Interface, interaction with NPC",1400,"Mon nom n'est pas important, je suis juste un Chasseur comme toi. J'ai parcouru ces régions pendant longtemps maintenant, grâce à mes expériences passées, c'est comme se promener. C'est relaxant."
Next step,"User Interface, interaction with NPC",1400,Prochaine étape
Not much. But orders are orders...,"User Interface, interaction with NPC",1400,"Pas beaucoup. Mais les ordres sont les ordres..."
"Not much... As you can see, this crystal is different from the others - NPC Dialogue","User Interface, interaction with NPC",1400,"Pas grand-chose... Comme vous pouvez le voir, ce cristal est différent des autres, il émet des décharges de radiation très fortes, mais grâce à la structure de confinement, nous sommes en sécurité. Nous n'avons pas encore découvert la fréquence de ces décharges, et surtout leur nature. La radiation est différente, pourtant, elle semble presque avoir un effet hypnotique, je n'ai jamais rien vu de tel dans ma carrière. Avant de venir à Zakov, j'avais entendu des rumeurs sur un endroit et un cristal similaires dans une vieille centrale nucléaire en Ukraine, mais je ne sais rien d'autre. Pas beaucoup d'informations ne proviennent de cet endroit. D'autre part, peu d'informations sortent aussi de Zakov. C'est tellement dommage, qui sait ce que nous pourrions découvrir si nous avions plus de ressources et un équipement adéquat. Je ferais mieux de me taire, ces idées ne sont pas bien accueillies et je ne veux pas être entendu par l'un de ces soldats."
"Nothing in particular, some days I need to get fresh air.\nLiving in the bunker all the time is not easy.","User Interface, interaction with NPC",1400,"Rien de particulier, certains jours j'ai besoin de prendre l'air. Vivre dans le bunker tout le temps n'est pas facile."
"Now that you have killed several Green Army soldiers you have shown them that you mean business.\nI propose something to you: talk to Artemovich and see the possibility of having a Crimson Corporation trader inside the bunker.\nNo matter how much our factions are fighting, the ZERO Sievert bunker is still a safe zone.\nIt was not decided by my leaders or even the local government, there are international agreements regarding that bunker.\nThe only way for us to access it would be through force but there are too many civilians in the bunker and having dead civilians is not a wise political move.\nSo, talk to Artemovich and find a compromise. Having a trader in the ZERO Sievert would also benefit our pockets.","User Interface, interaction with NPC",1400,Maintenant que tu as tué plusieurs soldats de l'Armée Verte, tu leur as montré que tu ne plaisantais pas. Je te propose quelque chose : va parler à Artemovich et vois s’il serait possible d’avoir un marchand de la Crimson Corporation dans le bunker. Peu importe à quel point nos factions se battent, le bunker de ZERO Sievert reste une zone neutre. Ce n’est pas mes supérieurs ni même le gouvernement local qui l’ont décidé, il y a des accords internationaux qui protègent ce bunker. La seule façon pour nous d’y entrer serait par la force, mais il y a trop de civils à l’intérieur, et avoir des morts parmi eux ne serait pas un bon coup politique. Alors, va parler à Artemovich et trouve un compromis. Avoir un de nos marchands dans le bunker ZERO Sievert serait aussi bénéfique pour nos affaires.
"Npc can give you usefull information, task and trade with you.","User Interface, interaction with NPC",1400,"Les PNJ peuvent te donner des informations utiles, des tâches à accomplir et échanger des objets avec toi."
Of any kind. People come in here - NPC Dialogue,"User Interface, interaction with NPC",1400,De toutes sortes. Les gens viennent ici et me disent ce qu'ils veulent. Mon travail est de trouver des personnes prêtes à sortir là-bas en échange d'une récompense.
Of course it is! No mutant or bandit has ever walked through that door.,"User Interface, interaction with NPC",1400,Bien sûr que oui ! Aucun mutant ou bandit n'a jamais franchi cette porte.
"Oh! Oh! Beautiful, isn't it - NPC Dialogue","User Interface, interaction with NPC",1400,"Oh ! Oh ! Magnifique, n'est-ce pas ?! Mr. Junk l'a pris à un gamin. Oh ! Mr. Junk n'a pas volé, non non non, Mr. Junk ne vole pas. Il portait le costume, mais heureusement, il était mort, oui mort. Quelle belle journée ! Alors Mr. Junk l'a pris et maintenant c'est à lui seul. À LUI SEUL !"
Oh! This place is beautiful - NPC Dialogue,"User Interface, interaction with NPC",1400,"Oh ! Cet endroit est magnifique ! Laisse Mr. Junk t'expliquer, laisse Mr. Junk t'expliquer ! Après le grand BOOOM, ils nous ont amenés ici, en chemin il y avait beaucoup de gens qui vomissaient. Curieusement, ils ont été les premiers à mourir, alors Mr. Junk a commencé à prendre leurs affaires mais les autres gens ne voulaient pas et ont été très méchants avec Mr. Junk. Mais Mr. Junk ne comprenait pas, s'ils sont morts, qu'est-ce qu'ils vont faire avec tous ces beaux trésors ? Alors Mr. Junk s'est caché ici, parfois il sort pour trouver des trésors, de beaux trésors. Avec le temps, Mr. Junk a vu de moins en moins de gens autour, du moins des gens vivants. Des gens morts, il y en avait beaucoup, oui, oui, oui. Alors Mr. Junk pouvait enfin prendre leurs affaires sans que personne ne se fâche."
"Oh, so you wanna be a Hunter - NPC Dialogue","User Interface, interaction with NPC",1400,"Oh, donc tu veux être un Chasseur ? C’est comme ça qu’on appelle ceux qui sortent pour ramasser des ressources. Tu dois parler au Conducteur, près du train. Si tu veux en savoir plus sur les différentes zones, va parler avec le Guide. Tu le trouveras généralement près de la porte principale du bunker. Bonne chance, Chasseur !"
"On April 4, 2017, the plant exploded - NPC Dialogue","User Interface, interaction with NPC",1400,"Le 4 avril 2017, l'usine a explosé. Personne ne sait vraiment ce qui s'est passé, mais c'est sûr que la Crimson Corporation a quelque chose à voir avec ça. On dit qu'ils n'ont pas mené d'expériences dangereuses, mais je ne les crois pas, personne ici ne les croit. Peut-être que tu auras plus de chance si tu leur poses la question, il devrait y avoir une base dans la zone industrielle. Mais ne te fais pas trop d'illusions, je doute qu'ils te disent la vérité."
"Once you are ready, turn on the lights","User Interface, interaction with NPC",1400,"Une fois que tu es prêt, allume les lumières."
"Once you are ready, turn on the lights.","User Interface, interaction with NPC",1400,"Une fois que vous êtes prét, allumez les lumières."
Pay 5000 roubles to pass,"User Interface, interaction with NPC",1400,Payez 5000 roubles pour passer
Priviet comrade! Do you wanna buy something?,"User Interface, interaction with NPC",1400,Camarade Privieté! Tu veux acheter quelque chose?
Priviet comrade! How can I help you?,"User Interface, interaction with NPC",1400,Camarade Privieté! Comment puis-je t'aideré?
Recently helicopters have crashed near the swamp - NPC Dialogue,"User Interface, interaction with NPC",1400,"Récemment, des hélicoptères se sont écrasés près du marais, ce sont les corps de l'équipage...\nMon Dieu, que leur est-il arrivé ? ! ? ! \nVa parler au docteur. Peut-être qu'il pourra t'en dire plus."
Refill hunger and thirst,"User Interface, interaction with NPC",1400,Rassasier la faim et la soif
Repair armor,"User Interface, interaction with NPC",1400,Réparer l'armure
Repair equipment,"User Interface, interaction with NPC",1400,Réparer l'équipement
So do you want to join us?That would be a wise choice Hunter - NPC Dialogue,"User Interface, interaction with NPC",1400,"Alors, tu veux nous rejoindre ? Ce serait un choix judicieux, Hunter !\nTu nous aideras à combattre l'Armée verte et à accroêtre le contrôle que nous avons sur ces zones.\nLa prochaine fois que tu reviendras me voir, je m'assurerai d'avoir du travail pour toi.\n\n\nêtes-vous  de vouloir rejoindre la Crimson Corporation ?\nLa nouvelle valeur de réputation maximale que vous pourrez atteindre sera de 1é000, vous permettant de débloquer de nouveaux équipements et des missions supplémentaires en cours de route.\nVous serez à jamais un ennemi de l'Armée verte."
So it was you? Good job Hunter - NPC Dialogue,"User Interface, interaction with NPC",1400,"C'était donc toi ? Bon travail, Hunter !\nCes goules massacraient mes hommes.\nLa Crimson Corporation t'est très reconnaissante."
So that's your brother Vadim?,"User Interface, interaction with NPC",1400,Alors c'est ton frére Vadim ?
So they want me dead - NPC Dialogue,"User Interface, interaction with NPC",1400,"Alors ils veulent ma mort ? Ha !\nJe savais que ce jour viendrait tôt ou tard, l'Armée verte ne laisse rien au hasard.\nVous ont-ils ordonné de le faire à ce moment-là ?\nAllez-vous utiliser votre cerveau ou agir comme un simple soldat ?\né vous de choisir, Hunter, je suis trop vieux et tétu pour vous supplier de ne pas le faire."
So you want a Crimson Corporation trader - NPC Dialogue,"User Interface, interaction with NPC",1400,"Vous voulez donc qu'un trader de la Crimson Corporation vienne au bunker ?\nQuel culot ! même si je dêteste cette proposition, je pense que nous pourrions trouver un compromis.\nJe parie que Shepard exploite la valeur politique de cette proposition. Quel imbécile ! Je me fiche de ce qui se passe dans le monde extérieur ; J'ai mes ordres en ordre.\n\nJ'accepte ta proposition à une condition : tu seras à jamais un ennemi de l'Armée verte, tu pourras toujours avoir accès à notre commeréant, et je te donnerai toujours des missions à accomplir mais n'attends plus d'aide de mes soldats là-bas.\nSi tu acceptes, la prochaine fois que tu viendras au bunker, il y aura un commeréant de la Crimson Corporation dans la zone des dortoirs civils."
So you want to enlist - NPC Dialogue,"User Interface, interaction with NPC",1400,"Alors tu veux t'enréler ? très bien Hunter !\nJ'aurais besoin de quelqu'un avec ton expérience. Je verrai si je peux te trouver quelque chose à faire la prochaine fois que tu reviendras me voir.\n\n\nêtes-vous  de vouloir rejoindre l'Armée verte ?\nLa nouvelle valeur de réputation maximale que vous pourrez atteindre sera de 1000, vous permettant de débloquer de nouveaux équipements et des missions supplémentaires en cours de route.\nTu seras à jamais un ennemi de la Crimson Corporation."
Sorry comrade! I have something else to do,"User Interface, interaction with NPC",1400,Désolé camarade ! J'ai autre chose à faire
Tell me more about The forest,"User Interface, interaction with NPC",1400,Dis m'en plus sur La forêt
Tell me more about The industrial area,"User Interface, interaction with NPC",1400,Dis m'en plus sur La zone industrielle
Tell me more about The makeshift camp,"User Interface, interaction with NPC",1400,Dis m'en plus sur Le camp de fortune
Tell me more about old nuclear power plant,"User Interface, interaction with NPC",1400,Dis m'en plus sur l'ancienne centrale nucléaire
Tell me more about other areas,"User Interface, interaction with NPC",1400,Dis m'en plus sur les autres zones
Tell me more about the Green Army,"User Interface, interaction with NPC",1400,Dis m'en plus sur l'Armée verte
Tell me more about the nuclear plant disaster,"User Interface, interaction with NPC",1400,Dis m'en plus sur la catastrophe de la centrale nucléaire
Tell me more about the old nuclear power plant,"User Interface, interaction with NPC",1400,Dis m'en plus sur l'ancienne centrale nucléaire
Tell me more about your faction,"User Interface, interaction with NPC",1400,Dis m'en plus sur ta faction
Tell me something,"User Interface, interaction with NPC",1400,Dis m'en plus
Tell me something dickhead,"User Interface, interaction with NPC",1400,Dis m'en plus connard
That's because you're from the ZERO Sievert bunker - NPC Dialogue,"User Interface, interaction with NPC",1400,"C'est parce que tu viens du bunker ZERO Sievert, tu as subi un lavage de cerveau par l'Armée verte.\nIls ne sont même pas censés être à Zakov selon nos accords, mais après l'explosion la situation s'est détériorée.\nIls sont arrivés pour évacuer les habitants, mais sont restés pour savoir ce qui s'est passé.\nLeurs ordres officiels sont de protéger les personnes laissées derriére, mais ce n'est qu'un mensonge.\nNous avons intercepté plusieurs messages radio des conversations de leur commandant.\nJe ne sais pas ce qu'ils pensent trouver, nous n'avons rien à cacher..."
The Green Army is a delegation - NPC DIalogue,"User Interface, interaction with NPC",1400,"L'Armée verte est une délégation de la Forces terrestres locales.\naprès la formation de la barriére et la perte de communication qui en a résulté, j'ai décidé de ne pas changer notre tâche et de suivre les ordres de mes supérieurs. Nous sommes les responsables et je ferai tout pour maintenir l'ordre et rendre la vie aussi civilisée que possible pour tout le monde.\nCertains disent que nous sommes un régime autoritaire, mais la vérité est que nous devons utiliser la force pour maintenir l'ordre, je ne peux vraiment pas imaginer à quoi ressemblerait cet endroit sans nous."
The only way to leave the map is to find an extraction point - NPC Dialogue,"User Interface, interaction with NPC",1400,La seule façon de quitter la carte est de trouver un point d'extraction.\nIls sont marqués sur la carte de l'appareil personnel par des cercles verts.\nBonne chance!
There's Mr. Junk's treasure - NPC Dialogue,"User Interface, interaction with NPC",1400,"Voilé le trésor de M. Junké! Ne le regardez pasé!\nM. Junk n'est pas content quand les autres regardent son trésor!\nEt n'essayez pas d'ouvrir cette porte, non non non non.\nN'osez pas!"
"They proceed slowly, to my chagrin - NPC Dialogue","User Interface, interaction with NPC",1400,"Ils avancent lentement, à mon grand désespoir.\nAu début, tout le personnel était excité de s'aventurer dans la zone pour prélever des échantillons et recueillir des informations. Mais après que la plupart des expéditions ont cessé de revenir, il est difficile de trouver des gens qui accepteront le risque.\nCeux qui veulent s'aventurer ne sont que des gens ordinaires qui essaient de faire fortune, j'ai besoin de personnes bien étudiées et intelligentes."
"This area is reserved for the Green Army, you do not have authorization.","User Interface, interaction with NPC",1400,"Cette zone est réservée à l'Armée verte, vous n'avez pas d'autorisation."
"This area is restricted, you do not have permission to pass.\nYou have to pay 5000 roubles every time you want to access.","User Interface, interaction with NPC",1400,"Cette zone est restreinte, vous n'avez pas l'autorisation de passer.\nVous devez payer 5000 roubles à chaque fois que vous voulez y accéder."
This is Grigoriy! He was the only nice child with Mr. Junk - NPC Dialogue,"User Interface, interaction with NPC",1400,"C'est Grigoriy ! C'était le seul enfant gentil avec Monsieur Junk.\nLui et Monsieur Junk ont ??grandi ensemble, ils sont allés à la chasse aux trésors.\nPuis un jour Grigoriy a trouvé un beau trésor mais Monsieur Junk le voulait tout pour lui, il était très en colére.\nGrigoriy tenait fermement le trésor dans ses mains, tout le monde dit que Monsieur Junk est stupide mais Monsieur Junk sait que la téte est un point faible, alors Monsieur Junk a pris une pierre et a frappé Grigoriy plusieurs fois à la téte.\nOui oui oui Monsieur Junk est intelligent.\nMonsieur Junk était très content parce qu'il avait son trésor mais aussi très triste parce que Grigoriy ne bougeait plus.\nDepuis ce jour, Monsieur Junk ne vole plus, non, non, non."
"This is my current base, I usually move around - NPC Dialogue","User Interface, interaction with NPC",1400,"C'est ma base actuelle, je me déplace généralement beaucoup mais je me sens chez moi ici.\nComme au bon vieux temps..."
This is the Zero Sievert - NPC Dialogue,"User Interface, interaction with NPC",1400,"C'est le Zero Sievert, un vieux bunker construit pendant la guerre froide. C'est le seul endroit sûr de Zakov.\nIci vous pouvez trouver tout ce dont vous avez besoin : équipement, fournitures, tâches."
WHY? Look where we live now - NPC Dialogue,"User Interface, interaction with NPC",1400,"POURQUOI ? Regardez oû nous vivons maintenant.\nJ'étais le directeur de l'une des usines les plus importantes de Zakov. Lorsque l'accident s'est produit, je n'ai pas pu sortir de la zone d'exclusion à temps. Maintenant, je suis coincé ici, avec tous ces gens sales."
We are trying to find out what happened - NPC Dialogue,"User Interface, interaction with NPC",1400,"Nous essayons de découvrir ce qui s'est passé.\nL'explosion s'est produite lors d'un test normal à la centrale nucléaire, c'est tout ce que nous savons car toutes les personnes impliquées sont mortes instantanément, Internet est tombé en panne et nous n'avons même pas pu récupérer les données.\nNos soldats sont là pour nous protéger, avez-vous vu ce que ces radiations font aux animaux.\nNous pourrions organiser une expédition pour nous rendre à la centrale, mais c'est dangereux, trop de radiations et d'anomalies."
We come from a small town in Siberia.\nJoining the army was the only way to escape from that life.,"User Interface, interaction with NPC",1400,Nous venons d'une petite ville de Sibérie.\nRejoindre l'armée était le seul moyen d'échapper à cette vie.
"Well well, a hunter. What do you want from the crimson Corporation?","User Interface, interaction with NPC",1400,"Eh bien, un chasseur. Que veux-tu de la Crimson Corporation ?"
What a beautiful... costume I guess?,"User Interface, interaction with NPC",1400,Quel beau... costume je suppose ?
What are you doing here all alone?,"User Interface, interaction with NPC",1400,Que fais-tu ici tout seul ?
What are you doing here?,"User Interface, interaction with NPC",1400,Que fais-tu ici ?
What are you doing out here?,"User Interface, interaction with NPC",1400,Que fais-tu ici ?
Aren't you scared to be out here?,"User Interface, interaction with NPC",1400,Tu n'as pas peur d'être ici ?
What can you tell me about an old nuclear power plant in Ukraine?,"User Interface, interaction with NPC",1400,Que peux-tu me dire sur une ancienne centrale nucléaire en Ukraine ?
What can you tell me about this area?,"User Interface, interaction with NPC",1400,Que peux-tu me dire sur cette zone ?
What did you discover?,"User Interface, interaction with NPC",1400,Qu'as-tu découvert ?
What do you mean? Oh! Oh - NPC Dialogue,"User Interface, interaction with NPC",1400,"Que veux-tu dire ? Oh ! Oh ! C'est vrai ! C'est vrai !\nQui est M. Junk ? Mmm... Qui est M. Junk ??\nOh ! Oh ! Le nom de M. Junk est M. Junk, oui oui, M. Junk le sait parce que tout le monde l'appelait comme ça.\nM. Junk pense que c'est parce qu'il aime vraiment collectionner des trésors.\nM. Junk ne le sait pas. Tu devrais leur demander, mais M. Junk pense qu'ils sont tous morts maintenant.\nOoohhh, ouais. Morts, morts, morts."
What do you want?,"User Interface, interaction with NPC",1400,Que veux-tu ?
What does Crimson Corporation have to do with the accident?,"User Interface, interaction with NPC",1400,Qu'est-ce que Crimson Corporation a à voir avec l'accident ?
What does the Crimson Corporation do?,"User Interface, interaction with NPC",1400,Que fait la Crimson Corporation ?
What happened at Zakov,"User Interface, interaction with NPC",1400,Que s'est-il passé à Zakové?
